label,text
entity,What does Knight Ridder publish ?
entity,What hymn did John Steinbeck get his title The Grapes of Wrath from ?
entity,What book does Holden Caulfield appear in ?
entity,What are dinosaur droppings called ?
entity,What musical instrument did Sherlock Holmes play ?
entity,What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?
entity,What drink is the best thirst-quencher ?
entity,What program do I need to run a .tbk file ?
entity,What is a fear of strong light ?
entity,What two vegetables are combined in succotash ?
entity,What is the chemical symbol for nitrogen ?
entity,What book is the follow-up to Future Shock ?
entity,Madonna hocks which soft drink ?
entity,What 's the best way to lose the flab under your chin and around your face ?
entity,What is the Scotch `` for people who know the difference '' ?
entity,What European race sees the winner of its mountain stage awarded a jersey with large red polka dots ?
entity,What `` little red car '' is mentioned in pop singer Prince 's hit song ?
entity,What Nevil Shute novel is about the doomed survivors of a nuclear war ?
entity,What is a fear of sleep ?
entity,What 's the tallest piece on a chessboard ?
entity,Which Beatles disc cover honors the Rolling Stones ?
entity,Name a tiger that is extinct .
entity,"What animal received royal assent as an emblem of Canada on March 24 , 1975 ?"
entity,What was the first video ever made ?
entity,Which is heavier - cream or milk ?
entity,What turns blue litmus paper red ?
entity,What software offers inventors use of CAD-like design ?
entity,What is the one thing you need before you can purchase life insurance ?
human,Which of the following actors worked in New York 's Yiddish Theater ?
human,Who wrote the Bible ?
human,Who was the only person convicted in the My Lai Massacre ?
human,What comedian has a legendary reputation for stealing jokes ?
human,Name the creator of `` The Muppets '' .
human,What six-foot temperance advocate wielded her hatchet on saloons ?
human,What are the top ten all-time money making NFL teams ?
human,What is a person called that likes fire ?
human,Who loved Flash Gordon besides Dale ?
human,Who is King in Alley Oop 's home of Moo ?
human,Who was Samuel Johnsons 's friend and biographer ?
human,What famous comic strip character died of acne ?
human,Who would you use the Heimlich maneuver on ?
human,Who 's the only man to have won the Olympic decathlon twice ?
human,Which of the following did not receive a 1983 `` Outstanding Mother Award '' from the National Mother 's Day Committee ?
human,What is Nicholas Cage 's profession ?
human,Who holds the career record for the most major league home runs ?
human,What cigar-chewing comedian observed : `` You 're only as old as the woman you feel '' ?
human,What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?
human,What chocolate company gives you a one-pound kiss ?
human,What was Mao 's second name ?
human,Who declared : `` I am down on whores and I shan 't stop ripping them '' ?
human,Who is the most sexy celebrity ?
human,What two New York Yankee pitchers swapped wives and families ?
human,Whom did Lauren Bacall marry after her husband Humphrey Bogart died ?
human,Who was the architect of Central Park ?
human,Who is Colin Powell ?
human,Who is the leading competitor of Trans Union Company ?
human,What tennis player has the nickname `` Nasty '' ?
human,Which team won the Super Bowl in 1968 ?
human,Who is Ishmael in Moby Dick ?
human,"What group included Abbey Hoffman , Jerry Rubin , and Tom Hayden ?"
human,Who is the mathematician that won the Noble Prize for Literature in 1950 ?
human,What king was forced to agree to the Magna Carta ?
human,"Who was the first American poet to win the Nobel Prize for literature , in 1948 ?"
human,Who is the superstar in rent-a-cars ?
human,What explorers followed Columbus to the Americas ?
human,Who portrayed Dracula in Hammer Studios ' films ?
human,What are the top boy names in the U.S. ?
human,Name a canine cartoon character other than Huckleberry Hound to have a voice by Daws Butler .
human,Who portrayed Renaud in Casablanca ?
human,"What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?"
human,What explorer was nicknamed Iberia 's Pilot ?
human,Who is actress Goldie Hawn 's current actor boyfriend ?
human,Who is Archie Bunker 's son-in-law ?
human,Who is the Prophet of Medina ?
human,What actor first portrayed James Bond ?
human,What Honeymooners actress did Television magazine name as 1953 's most promising star ?
human,Who killed Kurt Cobain ?
human,What Texas surgeon performed the first artificial heart transplant ?
human,Which of the following people is not associated with Andy Warhol ?
human,Who are cartoondom 's Super Six ?
human,Who played the title role in My Favorite Martian ?
human,"Whose funeral train traveled from Washington D.C. to Springfield , Illinois ?"
human,What female suspect in the game of Clue is single ?
human,Whose cupboard was bare ?
human,Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?
human,Who was Ezra Taft Benson ?
human,Name the lawyer for Randy Craft .
human,What wrestling star became `` The Incredible Hulk '' ?
human,Which Japanese car maker had its biggest percentage of sale in the domestic market ?
human,Who are the two sons of Ozzie and Harriet Nelson ?
human,Who is the composer of `` Canon in D Major '' ?
human,Name the U.S. Senate majority leader and the Speaker of the House .
human,Who was the original Humpty Dumpty ?
human,"Who wrote the book , `` Huckleberry Finn '' ?"
human,"What is the name of actor Rex Harrison 's son , who starred in a modestly popular TV show during the late 1960's ?"
human,What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?
human,"What company started out making pies , and wound up manufacturing plastic throwing toys ?"
human,Who was the star witness at the Senate Watergate hearings ?
human,What doctor is synonymous with footwear and foot care ?
human,Who directed Citizen Kane ?
human,What company markets a shampoo `` for brunettes only '' ?
human,Name the scar-faced bounty hunter of The Old West .
human,What director portrayed the commandant of the POW camp in 1953 's Stalag 17 ?
human,What famous singing cowboy owns the California Angels baseball team ?
human,Name one of the major gods of Hinduism .
human,Who directed The Wild Bunch ?
human,What President had never held an elected office until he was elected to the White House ?
human,"Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?"
human,What two commanders directed the forces in the Battle of El Alamein ?
human,Who was America 's first Public Enemy No. 1 ?
human,Who gave Abbie Hoffman his first dose of LSD ?
human,What store does Martha Stewart advertise for ?
human,Which member of Charlie 's Angels sang vocals for Josie and the Pussycats ?
human,Who made the deodorant that claimed that it `` actually builds up resistance to odor '' ?
location,When did Gothic art and architecture flourish ?
location,When did humans first begin to write history seriously ?
location,How many major Nazi leaders went on trial after the war at Nuremberg ?
location,What is the starting salary of a radiographer ?
location,When did Jaco Pastorius die ?
location,How many miles of veins are in the circulatory system ?
location,How many colonies were involved in the American Revolution ?
location,When did the Chernobyl nuclear accident occur ?
location,What is the current ticket fare from from Cairo to Barbados ?
location,How many American soldiers have died for their country to date ?
location,How many shillings more than 2 were there in a guinea ?
location,When was Calypso music invented ?
location,How many wings does a flea have ?
location,When did Amtrak begin operations ?
location,"How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it ?"
location,How many verses are in the Bible ?
location,How long does it take for your blood to make one complete trip through the body ?
location,"In 1990 , what day of the week did Christmas fall on ?"
location,"What is the latitude and longitude of El Paso , Texas ?"
location,When did Nixon die ?
location,How many head injuries are there in recreational ice skating each year ?
location,How many horses died during the civil war ?
location,How many quarts of whole milk is needed to make one pound of butter ?
location,What is average salary of restaurant manager in United States ?
location,When was the Berlin Wall erected ?
location,How many double-word-score spaces are there on a Scrabble Crossword Game board ?
location,What is the life expectancy of an elephant ?
location,How many colors are there in the spectrum ?
location,How many varieties of apple are there ?
location,In what year was the movie the Ten Commandments released ?
location,What is the exchange rate between England and the U.S. ?
location,"What is the population of Arcadia , Florida ?"
location,Approximately how many students are enrolled at the University of Massachusetts ?
location,What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?
location,How many copies of an album must be sold for it to be a gold album ?
location,How many people in the USA say their number one source of information is the newspaper ?
location,When was the USSR dissolved ?
location,How many dogs pull a sled in the Iditarod ?
location,What date is Boxing Day ?
location,How long does it take the Milky Way Galaxy to make one revolution ?
location,How much salt is in the oceans ?
location,How many equal angles are there in an isosceles triangle ?
location,When was Hurricane Hugo ?
location,When was China 's first nuclear test ?
location,How many years did Sleeping Beauty sleep ?
location,How much could you rent a Volkswagen bug for in 1966 ?
location,What percentage of Americans own their homes ?
location,By how much will the California state gas tax rise by the year 2000 ?
location,In what year did Hitler gain power of Germany ?
location,How many islands make up Antigua ?
location,How many member states are in the UN ?
location,How many real fruit juices are there in a can of Hawaiian Punch ?
location,How many days does a typical mayfly live ?
location,What is the date of Boxing Day ?
location,When was the Parthenon built ?
location,How many of them are in sub-Saharan Africa ?
location,How long does it take different materials to decompose ?
location,How many times more than 3
location,What was Joe Namath 's first contract worth ?
location,How old was Sir Edmund Hillary when he climbed Mt. Everest ?
location,How many Americans have HIV ?
location,"What is the approximate population of Las Vegas , N.M ?"
location,"What day is August 13 , 1971 ?"
location,How far away is the moon ?
location,How many points are there on a Backgammon board ?
location,What is the temperature for baking Peachy Oat Muffins ?
location,What percent of world 's fresh water is found in Canada ?
location,In what year was Gandhi assassinated ?
location,How old is singer Freedy Johnston ?
location,What is the first day of the week ?
location,How many innings constitute an official baseball game ?
location,How hot should the oven be when making Peachy Oat Muffins ?
location,How many Russians have landed on the moon ?
location,How many people were executed for Abraham Lincoln 's assassination ?
location,How many lawyers are there in the state of New Jersey ?
location,How many years is Johnnie Walker Black Label aged ?
location,"What are the shoe sizes of O 'Neal , Jordan , and Mutombo , the NBA players ?"
location,What is the amount of money owed for illegally having a dog on a beach ?
location,How long does it take light to reach the Earth from the Sun ?
location,What is the average age a horse lives ?
location,What 's the population of Mississippi ?
location,How many people did Randy Craft kill ?
location,How big is the universe actually ?
location,How many elephants are left on earth ?
location,What time of day did Emperor Hirohito die ?
location,How many characters makes up a word for typing test purposes ?
numeric,What two cities usually mark the extremes of English Channel swims ?
numeric,What city is found in the city of OZ ?
numeric,What 's the oldest capital city in the Americas ?
numeric,Which one of the Great Lakes is entirely within U.S. territory ?
numeric,What 's the longest river in the world ?
numeric,What U.S. state records the least rainfall ?
numeric,What country boasts the most cars per mile of road ?
numeric,What 's the most powerful country in the world ?
numeric,What planet gave bith to Superman ?
numeric,Where can I buy a good snowboard for less than $200 ?
numeric,What is website of the International Court of Justice ?
numeric,What continent 's name appears on the upper left corner of a Budweiser label ?
numeric,"What European capital celebrated its 2 , 000th anniversary in 1951 ?"
numeric,Where are there aborigines ?
numeric,Where did the 6th annual meeting of Indonesia-Malaysia forest experts take place ?
numeric,Where did George of the Jungle live ?
numeric,What is the Homelite Inc. home page ?
numeric,Where is Procter & Gamble based in the U.S. ?
numeric,What Nevada center has been dubbed The Biggest Little City in the World ?
numeric,Where is there information on the novel `` El Cid '' ?
numeric,What was the only country you were allowed to drive into Israel from in 1979 ?
numeric,Where are 8 of the 10 highest mountains in the world ?
numeric,Where are the busiest ports in the world ?
numeric,What two countries is Andorra nestled between ?
numeric,What mountain range extends from the Gulf of St. Lawrence to Alabama ?
numeric,What country did the Mau Mau Uprising take place in ?
numeric,What are the largest libraries in the US ?
numeric,Where did Wile E. Coyote always get his devices ?
numeric,Where are the busiest Amtrak rail stations in the U.S. ?
numeric,Where can I find information about touring the Philippines ?
numeric,Where can I find the history of the Taiwanese language ?
numeric,What city 's theatrical district has been dubbed The Roaring Forties ?
numeric,Where is the location of the Orange Bowl ?
numeric,What cathedral was Thomas Becket murdered in ?
numeric,Where is Tornado Alley ?
numeric,What state does Charles Robb represent ?
numeric,What U.S. state boasts Leif Ericson Park ?
numeric,What country was Kim Philby really working for ?
numeric,Where is Melbourne ?
numeric,Where are the Haversian canals ?
numeric,What Japanese city was once called Edo ?
numeric,What is Stefan Edberg 's native country ?
numeric,What are some good medical sites for information ?
numeric,What country 's northernmost city is Darwin ?
numeric,Where can I find info on Alexander Mackenzie ?
numeric,What countries have the best math students ?
numeric,What is the best hospital for orthopedics in the country ?
numeric,Where do hyenas live ?
numeric,What famed library can you reach by dialing 22-287-5 ?
numeric,On which Hawaiian island is Pearl Harbor ?
numeric,What strait links the Mediterranean Sea and the Atlantic Ocean ?
numeric,"What California bridge was Don Brown the first to cross , on May 27 , 1937 ?"
numeric,On what river is Rome built ?
numeric,Where can I get cotton textiles importer details ?
numeric,Where is Belize located ?
numeric,What two countries fought the Hundred Years ' War ?
numeric,Where is the Orinoco ?
numeric,Where did bocci originate ?
numeric,Where is Sinn Fein 's headquarters ?
numeric,"What country , after Canada and Mexico , is closest to the U.S. ?"
numeric,What eastern state sprouted the first commercial nuclear power plant in the U.S. ?
numeric,What city does Orly Airport serve ?
numeric,Where did King Francis I hang the `` Mona Lisa '' when he owned it ?
numeric,Where can I find a website that gives comparisons of good prices ?
numeric,What planet did Percival Lovell discover ?
numeric,What river does the Grand Coulee Dam dam ?
numeric,Where is the largest dam in the world ?
numeric,"What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?"
numeric,Where do you find the answers for all these questions ?
numeric,Where in the United States do people live the longest ?
numeric,What is the oldest website on the Internet ?
numeric,What colorful sea 's region does Greek legend say the Amazons lived near ?
numeric,Tell me what city the Kentucky Horse Park is near ?
numeric,What country contains the westernmost point in South America ?
numeric,What are the three most populated countries in the world ?
numeric,What mountainous region of the world is the Lhasa Apso dog native to ?
numeric,Which two states enclose Chesapeake Bay ?
numeric,Where is Qatar ?
numeric,What Asian country once thrilled to the sport of cricket fighting ?
numeric,Where did guinea pigs originate ?
numeric,What country is the biggest producer of tungsten ?
numeric,What web sites are linked to the Report on Genesis Eldercare ?
numeric,What ocean did the Titanic sink in ?
numeric,Where was Lincoln assassinated ?
numeric,What direction do most baseball pitchers pitch toward ?
numeric,Where does the opera singer Ileana Cotrubas come from ?
