text,label
Text 1: Sid explained his theory to Mark but he couldn't convince him. Text 2: Mark couldn't convince him.,is entailment
Text 1: Pete envies Martin because he is very successful. Text 2: Pete is very successful.,is entailment
Text 1: Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his research. Text 2: Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties Xenophanes faced in his research.,is entailment
"Text 1: Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like dogs. Text 2: The shepherds ended up looking more like dogs.",is entailment
"Text 1: When Tatyana reached the cabin, her mother was sleeping. She was careful not to disturb her , undressing and climbing back into her berth. Text 2: She was careful not to disturb Tatyana , undressing and climbing back into her berth.",is entailment
Text 1: I poured water from the bottle into the cup until it was full. Text 2: The bottle was full.,is entailment
Text 1: Thomson visited Cooper's grave in 1765. At that date he had been travelling for five years. Text 2: Cooper had been travelling for five years.,is entailment
Text 1: The firemen arrived after the police because they were coming from so far away. Text 2: The police were coming from so far away.,is entailment
Text 1: Jim comforted Kevin because he was so upset. Text 2: Jim was so upset.,is entailment
"Text 1: We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply not enough of them. Text 2: There were simply not enough chairs.",is entailment
"Text 1: Mary tucked her daughter Anne into bed, so that she could work. Text 2: Mary tucked her daughter Anne into bed, so that Mary's daughter could work.",is entailment
Text 1: The father carried the sleeping boy in his arms. Text 2: The father carried the sleeping boy in the boy's arms.,is entailment
Text 1: The man couldn't lift his son because he was so weak. Text 2: The son was so weak.,is entailment
Text 1: Mr. Taylor was a man of uncertain temper and his general tendency was to think that David was a poor chump and that whatever step he took in any direction on his own account was just another proof of his innate idiocy. Text 2: Any direction on his own account was just another proof of Mr. Taylor's innate idiocy.,is entailment
"Text 1: In the middle of the outdoor concert, the rain started falling, but it continued until 10. Text 2: The rain continued until 10.",is entailment
"Text 1: The signs over the shops' doors had pictures that indicated what work was done inside. Although more and more people were learning how to read, each artisan still had signs, not wishing to lose a possible patron merely because he happened to be illiterate. Text 2: Each artisan still had signs, not wishing to lose a possible patron merely because the artisan happened to be illiterate.",is entailment
Text 1: The man lifted the boy onto his shoulders. Text 2: The man lifted the boy onto the boy's shoulders.,is entailment
Text 1: Kirilov ceded the presidency to Shatov because he was more popular. Text 2: Kirilov was more popular.,is entailment
"Text 1: Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done anything dishonest. Still, anyone who knew that he was 19 years old could take his claim away from him. Text 2: The government official was less than 21 when he filed for a homestead claim.",is entailment
"Text 1: Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered them when the wind stopped. Text 2: He lowered his eyes when the wind stopped.",is entailment
Text 1: This book introduced Shakespeare to Goethe; it was a major influence on his writing. Text 2: It was a major influence on Shakespeare's writing.,is entailment
"Text 1: When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the minority. Text 2: The opponents were very much in the minority.",is entailment
Text 1: Jim yelled at Kevin because he was so upset. Text 2: Kevin was so upset.,is entailment
"Text 1: Mark told Pete many lies about himself, which Pete included in his book. He should have been more skeptical. Text 2: Mark should have been more skeptical.",is entailment
Text 1: Joe paid the detective after he delivered the final report on the case. Text 2: Joe delivered the final report on the case.,is entailment
"Text 1: Since it was raining, I carried the newspaper in my backpack to keep it dry. Text 2: I carried the newspaper in my backpack to keep the backpack dry.",is entailment
Text 1: I'm sure that my map will show this building; it is very good. Text 2: The building is very good.,is entailment
"Text 1: Then Dad figured out how much the man owed the store; to that he added the man's board-bill at the cook-shanty. He subtracted that amount from the man's wages, and made out his check Text 2: The man subtracted that amount from the man's wages.",is entailment
"Text 1: Always before, Larry had helped Dad with his work. But he could not help him now, for Dad said that his boss at the railroad company would not want anyone but him to work in the office. Text 2: Dad could not help him now.",is entailment
Text 1: The Dakota prairie lay so warm and bright under the shining sun that it did not seem possible that it had ever been swept by the winds and snows of that hard winter. Text 2: It did not seem possible that the sun had ever been swept by the winds and snows of that hard winter.,is entailment
Text 1: Madonna fired her trainer because she couldn't stand her boyfriend. Text 2: She couldn't stand Madonna's boyfriend.,is entailment
Text 1: I took the water bottle out of the backpack so that it would be lighter. Text 2: I took the water bottle out of the backpack so that the water bottle would be lighter.,is entailment
"Text 1: The donkey wished a wart on its hind leg would disappear, and it did. Text 2: The donkey wished a wart on its hind leg would disappear, and donkey did.",is entailment
Text 1: I put the cake away in the refrigerator. It has a lot of leftovers in it. Text 2: The cake has a lot of leftovers in it.,is entailment
Text 1: The delivery truck zoomed by the school bus because it was going so slow. Text 2: The delivery truck was going so slow.,is entailment
"Text 1: Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it on. Text 2: He changed his mind and turned the TV on.",is entailment
"Text 1: Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. Text 2: Adam would have won.",is entailment
Text 1: Mary took out her flute and played one of her favorite pieces. She has had it since she was a child. Text 2: She has had the piece since she was a child.,is entailment
"Text 1: I used an old rag to clean the knife, and then I put it in the drawer. Text 2: I put the rag in the drawer.",is entailment
"Text 1: I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room table, and then had to be the life and soul of a dinner party, with it there all the time. Text 2: He had to be the life and soul of a dinner party, with the dinner party there all the time.",is entailment
"Text 1: If the con artist has succeeded in fooling Sam, he would have lost a lot of money. Text 2: The con artist would have lost a lot of money.",is entailment
Text 1: Kirilov ceded the presidency to Shatov because he was less popular. Text 2: Shatov was less popular.,is entailment
Text 1: The table won't fit through the doorway because it is too wide. Text 2: The doorway is too wide.,is entailment
"Text 1: The sack of potatoes had been placed below the bag of flour, so it had to be moved first. Text 2: The sack of potatoes had to be moved first.",is entailment
"Text 1: Tom said ""Check"" to Ralph as he took his bishop. Text 2: Tom said ""Check"" to Ralph as he took Tom's bishop.",is entailment
"Text 1: Paul tried to call George on the phone, but he wasn't available. Text 2: Paul wasn't available.",is entailment
"Text 1: Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, he would be here by this time. Text 2: Adam would be here by this time.",is entailment
"Text 1: The journalists interviewed the stars of the new movie. They were very persistent, so the interview lasted for a long time. Text 2: The stars were very persistent, so the interview lasted for a long time.",is entailment
"Text 1: This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the tide knocked it down. Text 2: This afternoon the tide knocked The flag down.",is entailment
Text 1: Susan knows all about Ann's personal problems because she is nosy. Text 2: Ann is nosy.,is entailment
Text 1: Sara borrowed the book from the library because she needs it for an article she is working on. She writes it when she gets home from work. Text 2: She writes the book when she gets home from work.,is entailment
"Text 1: The cat was lying by the mouse hole waiting for the mouse, but it was too impatient. Text 2: The mouse was too impatient.",is entailment
Text 1: Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very concerned. Text 2: Bob was very concerned.,is entailment
"Text 1: The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was out. Text 2: The cloud was out.",is entailment
"Text 1: I used an old rag to clean the knife, and then I put it in the trash. Text 2: I put the knife in the trash.",is entailment
Text 1: Tom threw his schoolbag down to Ray after he reached the top of the stairs. Text 2: Ray reached the top of the stairs.,is entailment
"Text 1: Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. Text 2: Charlie is very hurt.",is entailment
"Text 1: Fred covered his eyes with his hands, because the wind was blowing sand around. He opened them when the wind stopped. Text 2: He opened his hands when the wind stopped.",is entailment
"Text 1: Alice tried frantically to stop her daughter from barking at the party, leaving us to wonder why she was behaving so strangely. Text 2: Alice was behaving so strangely.",is entailment
"Text 1: We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply too many of them. Text 2: There were simply too many copies of the newsletter.",is entailment
Text 1: The trophy doesn't fit into the brown suitcase because it is too large. Text 2: The suitcase is too large.,is entailment
Text 1: Fred is the only man still alive who remembers my great-grandfather. He was a remarkable man. Text 2: Fred was a remarkable man.,is entailment
"Text 1: I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get it in. Text 2: I couldn't get the chewing gum in.",is entailment
"Text 1: There is a pillar between me and the stage, and I can't see around it. Text 2: I can't see around the stage.",is entailment
"Text 1: As Ollie carried Tommy up the long winding steps, his legs dangled. Text 2: Ollie's legs dangled.",is entailment
"Text 1: Pam's parents came home and found her having sex with her boyfriend, Paul. They were embarrassed about it. Text 2: Pam's parents were embarrassed about it.",is entailment
"Text 1: Every day after dinner Mr. Schmidt took a long nap. Mark would let him sleep for an hour, then wake him up, scold him, and get him to work. He needed to get him to finish his work, because his work was beautiful. Text 2: Mark's work was beautiful.",is entailment
"Text 1: The older students were bullying the younger ones, so we punished them. Text 2: We punished the younger students.",is entailment
Text 1: I took the water bottle out of the backpack so that it would be handy. Text 2: I took the water bottle out of the backpack so that the backpack would be handy.,is entailment
Text 1: Frank was upset with Tom because the toaster he had bought from him didn't work. Text 2: The toaster Tom had bought from him didn't work.,is entailment
"Text 1: I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room table, and then had to be the life and soul of a dinner party, with it there all the time. Text 2: He had to be the life and soul of a dinner party, with the life and soul there all the time.",is entailment
"Text 1: Sam took French classes from Adam, because he was eager to speak it fluently. Text 2: Adam was eager to speak it fluently.",is entailment
Text 1: Of one thing Mark was sure. Harry knew much less than he did. Text 2: Harry knew much less than Harry did.,is entailment
"Text 1: Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album. Today she had to hunt for a button, so she put the album on a chair without even opening it. Text 2: She put the album on a chair without even opening the button.",is entailment
Text 1: Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his childhood. Text 2: Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties Goodman faced in his childhood.,is entailment
"Text 1: I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room table, and then had to be the life and soul of a dinner party, with it there all the time. Text 2: He had to be the life and soul of a dinner party, with the table there all the time.",is entailment
"Text 1: My meeting started at 4:00 and I needed to catch the train at 4:30, so there wasn't much time. Luckily, it was delayed, so it worked out. Text 2: The meeting was delayed, so it worked out.",is entailment
"Text 1: Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album. Today she had to hunt for a button, so she put the album on a chair without even opening it. Text 2: She put the album on a chair without even opening the chair.",is entailment
"Text 1: Pam's parents came home and found her having sex with her boyfriend, Paul. They were furious about it. Text 2: Pam and Paul were furious about it.",is entailment
"Text 1: Since Chester was dependent on Uncle Vernon, he couldn't very well marry without his approval Text 2: Uncle Vernon couldn't very well marry without his approval",is entailment
Text 1: I'm sure that my map will show this building; it is very famous. Text 2: The map is very famous.,is entailment
Text 1: Many people start to read Paul's books and can't put them down. They are gripped because Paul writes so well. Text 2: Paul's books are gripped because Paul writes so well.,is entailment
Text 1: The foxes are getting in at night and attacking the chickens. I shall have to guard them. Text 2: I shall have to guard The foxes.,is entailment
Text 1: The sculpture rolled off the shelf because it wasn't level. Text 2: The sculpture wasn't level.,is entailment
Text 1: I can't cut that tree down with that axe; it is too small. Text 2: The tree is too small.,is entailment
Text 1: Steve follows Fred's example in everything. He influences him hugely. Text 2: Steve influences him hugely.,is entailment
Text 1: Jane knocked on Susan's door but she did not answer. Text 2: Jane did not answer.,is entailment
"Text 1: It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip of the scissors will make the hole too large, and even one thread uncut will leave it too small. Text 2: Even one thread uncut will leave the slip too small.",is entailment
"Text 1: All the buttons up the back of Dora's plaid dress were buttoned outside-in. Maude should have thought to button her up; but no, she had left poor little Dora to do the best she could, alone. Text 2: She had left poor little Dora to do the best Maude could, alone.",is entailment
Text 1: The sculpture rolled off the shelf because it wasn't anchored. Text 2: The shelf wasn't anchored.,is entailment
"Text 1: The table was piled high with food, and on the floor beside it there were crocks, baskets, and a five-quart pail of milk. Text 2: Beside the food there were crocks, baskets, and a five-quart pail of milk.",is entailment
Text 1: Mama came over and sat down beside Alice. Gently she stroked her hair and let the child weep. Text 2: She stroked Mama's hair and let the child weep.,is entailment
Text 1: Madonna fired her trainer because she couldn't stand her boyfriend. Text 2: The trainer couldn't stand her boyfriend.,is entailment
"Text 1: Susan knew that Ann's son had been in a car accident, because she told her about it. Text 2: Susan told her about it.",is entailment
"Text 1: We went to the lake, because a shark had been seen at the ocean beach, so it was a dangerous place to swim. Text 2: The lake was a dangerous place to swim.",is entailment
Text 1: There is a gap in the wall. You can see the garden behind it. Text 2: You can see the garden through the gap.,is entailment
Text 1: Look! There is a shark swimming right below that duck! It had better get away to safety fast! Text 2: The shark had better get away to safety fast!,is entailment
Text 1: Joan made sure to thank Susan for all the help she had recieved. Text 2: Joan made sure to thank Susan for all the help Susan had recieved.,is entailment
"Text 1: Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve years old. Text 2: When Fred first saw my father, My father was twelve years old.",is entailment
Text 1: The foxes are getting in at night and attacking the chickens. I shall have to kill them. Text 2: I shall have to kill The chickens.,is entailment
Text 1: John was jogging through the park when he saw a man juggling watermelons. He was very impressed. Text 2: The juggler was very impressed.,is entailment
Text 1: Tom gave Ralph a lift to school so he wouldn't have to walk. Text 2: Tom wouldn't have to walk.,is entailment
Text 1: The politicians far away in Washington could not know the settlers so they must make rules to regulate them. Text 2: They must make rules to regular the politicians.,is entailment
Text 1: Fred is the only man still alive who remembers my great-grandfather. He is a remarkable man. Text 2: My great-grandfather is a remarkable man.,is entailment
Text 1: The large ball crashed right through the table because it was made of steel. Text 2: The table was made of steel.,is entailment
"Text 1: Grant worked hard to harvest his beans so he and his family would have enough to eat that winter, His friend Henry let him stack them in his barn where they would dry. Later, he and Tatyana would shell them and cook them for their Sunday dinners. Text 2: His friend Henry let him stack Grant and his family in his barn where they would dry.",is entailment
"Text 1: Mark became absorbed in Blaze, the white horse. He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid, so he took upon himself the feeding and care of the animal. Text 2: Blaze was afraid the stable boys at the Burlington Stables struck at him and bullied him.",is entailment
Text 1: Fred watched TV while George went out to buy groceries. After an hour he got back. Text 2: Fred got back.,is entailment
Text 1: The storekeepers stayed in town to run their stores and lived in the rooms behind them. Text 2: The storekeepers stayed in town to run their stores and lived in the rooms behind the storekeepers.,is entailment
Text 1: Thomson visited Cooper's grave in 1765. At that date he had been dead for five years. Text 2: Thomson had been dead for five years.,is entailment
Text 1: The fish ate the worm. It was hungry. Text 2: The worm was hungry.,is entailment
"Text 1: Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrieff has decided to cancel Edward's allowance on the ground that he no longer requires his financial support. Text 2: Chester no longer requires his financial support.",is entailment
Text 1: Anna did a lot worse than her good friend Lucy on the test because she had studied so hard. Text 2: Anna had studied so hard.,is entailment
Text 1: Sid explained his theory to Mark but he couldn't understand him. Text 2: Sid couldn't understand him.,is entailment
"Text 1: I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room table, and then had to be the life and soul of a dinner party, with it there all the time. Text 2: He had to be the life and soul of a dinner party, with the book there all the time.",is entailment
Text 1: Bill passed the half-empty plate to John because he was full. Text 2: John was full.,is entailment
"Text 1: Lily spoke to Donna, breaking her silence. Text 2: Lily spoke to Donna, breaking Donna's silence.",is entailment
"Text 1: The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured it was too hard to pronounce. Text 2: Tina was too hard to pronounce.",is entailment
"Text 1: I sallied out for a bit of food, more to pass the time than because I wanted it. Text 2: I sallied out for a bit of food, more to pass the time than because I wanted time.",is entailment
Text 1: James asked Robert for a favor but he refused. Text 2: James refused.,is entailment
Text 1: Dan had to stop Bill from toying with the injured bird. He is very cruel. Text 2: Dan is very cruel.,is entailment
Text 1: I put the butterfly wing on the table and it broke. Text 2: The table broke.,is entailment
Text 1: Jane gave Joan candy because she wasn't hungry. Text 2: Joan wasn't hungry.,is entailment
"Text 1: Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for evidence on the river banks. Text 2: Prehistoric humans hunted for evidence on the river banks.",is entailment
Text 1: Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be unnecessary. Text 2: The ankles should be unnecessary.,is entailment
