label,text
negative,"it 's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure ."
negative,"filled with low-brow humor , gratuitous violence and a disturbing disregard for life ."
negative,the rules of attraction gets us too drunk on the party favors to sober us up with the transparent attempts at moralizing .
negative,that 's because relatively nothing happens .
negative,"despite an impressive roster of stars and direction from kathryn bigelow , the weight of water is oppressively heavy ."
negative,terminally brain dead production .
negative,"... the cast portrays their cartoon counterparts well ... but quite frankly , scoob and shag do n't eat enough during the film . '"
negative,"well made but uninvolving , bloodwork is n't a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery ."
negative,little is done to support the premise other than fling gags at it to see which ones shtick .
negative,"a `` home alone '' film that is staged like `` rosemary 's baby , '' but is not as well-conceived as either of those films ."
negative,"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort ."
negative,`` ... something appears to have been lost in the translation this time .
negative,"as saccharine movies go , this is likely to cause massive cardiac arrest if taken in large doses ."
negative,the advantage of a postapocalyptic setting is that it can be made on the cheap .
negative,"feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake ."
negative,"... a plotline that 's as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project !"
negative,"although the sequel has all the outward elements of the original , the first film 's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks ."
negative,"curiously , super troopers suffers because it does n't have enough vices to merit its 103-minute length ."
negative,"it does n't really know or care about the characters , and uses them as markers for a series of preordained events ."
negative,"the quiet american is n't a bad film , it 's just one that could easily wait for your pay per view dollar ."
negative,"dogtown is hollow , self-indulgent , and - worst of all - boring ."
negative,a slow-moving police-procedural thriller that takes its title all too literally .
negative,"here , alas , it collapses like an overcooked soufflé ."
negative,"unfortunately , a cast of competent performers from movies , television and the theater are cast adrift in various new york city locations with no unifying rhythm or visual style ."
negative,i 'm not sure which will take longer to heal : the welt on johnny knoxville 's stomach from a riot-control projectile or my own tortured psyche .
negative,"`` freaky friday , '' it 's not ."
negative,"quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical performance ."
negative,snow dogs finds its humour in a black man getting humiliated by a pack of dogs who are smarter than him
negative,"love may have been in the air onscreen , but i certainly was n't feeling any of it ."
negative,the big-screen scooby makes the silly original cartoon seem smart and well-crafted in comparison .
negative,"unfortunately , it 's also not very good ."
negative,too bad none of it is funny .
negative,"behind the glitz , hollywood is sordid and disgusting ."
negative,"despite its dry wit and compassion , the film suffers from a philosophical emptiness and maddeningly sedate pacing ."
negative,any attempts at nuance given by the capable cast is drowned out by director jon purdy 's sledgehammer sap .
negative,"a determined , ennui-hobbled slog that really does n't have much to say beyond the news flash that loneliness can make people act weird ."
negative,it 's too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience .
negative,"fans of plympton 's shorts may marginally enjoy the film , but it is doubtful this listless feature will win him any new viewers ."
negative,"unfortunately , that 's precisely what arthur dong 's family fundamentals does ."
negative,bears about as much resemblance to the experiences of most battered women as spider-man does to the experiences of most teenagers .
negative,"it 's got the brawn , but not the brains ."
negative,it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .
negative,the rest of the film ... is dudsville .
negative,"this is a movie that starts out like heathers , then becomes bring it on , then becomes unwatchable ."
negative,"a huge disappointment coming , as it does , from filmmakers and performers of this calibre"
negative,"it 's a film with an idea buried somewhere inside its fabric , but never clearly seen or felt ."
negative,the film 's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature\/nurture argument in regards to homosexuality .
negative,"scherfig , who has had a successful career in tv , tackles more than she can handle ."
negative,"a ` girls gone wild ' video for the boho art-house crowd , the burning sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that ."
negative,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome ."
negative,just send it to cranky .
negative,an incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic .
negative,"all movie long , city by the sea swings from one approach to the other , but in the end , it stays in formula -- which is a waste of de niro , mcdormand and the other good actors in the cast ."
negative,"call me a cold-hearted curmudgeon for not being able to enjoy a mindless action movie , but i believe a movie can be mindless without being the peak of all things insipid ."
negative,"it 's sweet and fluffy at the time , but it may leave you feeling a little sticky and unsatisfied ."
negative,there 's nothing to gain from watching they .
negative,most of the dialogue made me want to pack raw dough in my ears .
negative,"as aimless as an old pickup skidding completely out of control on a long patch of black ice , the movie makes two hours feel like four ."
negative,"in other words , about as bad a film you 're likely to see all year ."
negative,"slap me , i saw this movie ."
negative,just about everyone involved here seems to be coasting .
negative,"ignoring that , he made swimfan anyway"
negative,lacks the inspiration of the original and has a bloated plot that stretches the running time about 10 minutes past a child 's interest and an adult 's patience .
negative,"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance ."
negative,never comes together as a coherent whole .
negative,not good enough to pass for a litmus test of the generation gap and not bad enough to repulse any generation of its fans .
negative,such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema .
negative,a movie that ca n't get sufficient distance from leroy 's delusions to escape their maudlin influence .
negative,an annoying orgy of excess and exploitation that has no point and goes nowhere .
negative,as pedestrian as they come .
negative,after that it becomes long and tedious like a classroom play in a college history course .
negative,... a cinematic disaster so inadvertently sidesplitting it 's worth the price of admission for the ridicule factor alone .
negative,"a portrait of alienation so perfect , it will certainly succeed in alienating most viewers ."
negative,but how it washed out despite all of that is the project 's prime mystery .
negative,"but the 2002 film does n't really believe in it , and breaks the mood with absurdly inappropriate ` comedy ' scenes ."
negative,"director george hickenlooper has had some success with documentaries , but here his sense of story and his juvenile camera movements smack of a film school undergrad , and his maudlin ending might not have gotten him into film school in the first place ."
negative,feels familiar and tired .
negative,"a 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor ."
negative,this is not a jackie chan movie .
negative,you 'd be hard put to find a movie character more unattractive or odorous -lrb- than leon -rrb- .
negative,... a pretentious and ultimately empty examination of a sick and evil woman .
negative,"even with its $ 50-million us budget , pinocchio never quite achieves the feel of a fanciful motion picture ."
negative,what starts off as a possible argentine american beauty reeks like a room stacked with pungent flowers .
negative,"the beautiful images and solemn words can not disguise the slack complacency of -lrb- godard 's -rrb- vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice ."
negative,by the final whistle you 're convinced that this mean machine was a decent tv outing that just does n't have big screen magic .
negative,purports to be a hollywood satire but winds up as the kind of film that should be the target of something deeper and more engaging .
negative,"... this story gets sillier , not scarier , as it goes along ..."
negative,overly long and worshipful bio-doc .
negative,"anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning ."
negative,writer-director ritchie reduces wertmuller 's social mores and politics to tiresome jargon .
negative,hard-core slasher aficionados will find things to like ... but overall the halloween series has lost its edge .
negative,"` it looks good , sonny , but you missed the point . '"
negative,"a baffling subplot involving smuggling drugs inside danish cows falls flat , and if you 're going to alter the bard 's ending , you 'd better have a good alternative ."
negative,"rather than real figures , elling and kjell bjarne become symbolic characters whose actions are supposed to relate something about the naïf 's encounter with the world ."
negative,"it 's a thin notion , repetitively stretched out to feature length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue ."
negative,it 's rare to see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '' .
negative,"is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic ?"
negative,it does n't work as either .
negative,"when -lrb- reno -rrb- lets her radical flag fly , taking angry potshots at george w. bush , henry kissinger , larry king , et al. , reno devolves into a laugh-free lecture ."
negative,"an inexperienced director , mehta has much to learn ."
negative,shyamalan should stop trying to please his mom .
negative,"adrift , bentley and hudson stare and sniffle , respectively , as ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design ."
negative,the only surprise is that heavyweights joel silver and robert zemeckis agreed to produce this ; i assume the director has pictures of them cavorting in ladies ' underwear .
negative,"on a cutting room floor somewhere lies ... footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire ."
negative,"has no reason to exist , other than to employ hollywood kids and people who owe favors to their famous parents ."
negative,"the film does n't sustain its initial promise with a jarring , new-agey tone creeping into the second half"
negative,... liotta is put in an impossible spot because his character 's deceptions ultimately undo him and the believability of the entire scenario .
negative,"in the spirit of the season , i assign one bright shining star to roberto benigni 's pinocchio -- but i guarantee that no wise men will be following after it ."
negative,"-lrb- lee -rrb- treats his audience the same way that jim brown treats his women -- as dumb , credulous , unassuming , subordinate subjects ."
negative,"... no charm , no laughs , no fun , no reason to watch ."
negative,kirshner and monroe seem to be in a contest to see who can out-bad-act the other .
negative,upper teens may get cynical .
negative,... a confusing drudgery .
negative,could this be the first major studio production shot on video tape instead of film ?
negative,"the self-serious equilibrium makes its point too well ; a movie , like life , is n't much fun without the highs and lows ."
negative,... silly humbuggery ...
negative,-lrb- a -rrb- mess .
negative,"it 's a lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix 's ."
negative,"though it pretends to expose the life of male hustlers , it 's exploitive without being insightful ."
negative,blood work is laughable in the solemnity with which it tries to pump life into overworked elements from eastwood 's dirty harry period .
negative,offers absolutely nothing i had n't already seen .
negative,"complex , sinuously plotted and , somehow , off-puttingly cold ."
negative,"time stands still in more ways that one in clockstoppers , a sci-fi thriller as lazy as it is interminable ."
negative,"one well-timed explosion in a movie can be a knockout , but a hundred of them can be numbing ."
negative,"slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth ."
negative,"a lot of talent is wasted in this crass , low-wattage endeavor ."
negative,"a summary of the plot does n't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution ."
negative,"mostly , shafer and co-writer gregory hinton lack a strong-minded viewpoint , or a sense of humor ."
negative,never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .
negative,the script is too mainstream and the psychology too textbook to intrigue .
negative,the only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .
negative,"starts promisingly but disintegrates into a dreary , humorless soap opera ."
negative,you have no affinity for most of the characters .
negative,a dreary movie .
negative,"as if drop dead gorgeous was n't enough , this equally derisive clunker is fixated on the spectacle of small-town competition ."
negative,two-bit potboiler .
negative,"like a comedian who starts off promisingly but then proceeds to flop , comedian runs out of steam after a half hour ."
negative,tv skit-com material fervently deposited on the big screen .
negative,"the movie does n't think much of its characters , its protagonist , or of us ."
negative,"this misty-eyed southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear-drenched quicksand ."
negative,"whatever the movie 's sentimental , hypocritical lessons about sexism , its true colors come out in various wet t-shirt and shower scenes ."
negative,bad movie .
negative,"for those for whom the name woody allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , hollywood ending is a depressing experience"
negative,as steamy as last week 's pork dumplings .
negative,"though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves ."
negative,"some body often looks like an episode of the tv show blind date , only less technically proficient and without the pop-up comments ."
negative,the movie is without intent .
negative,the problem is that van wilder does little that is actually funny with the material .
negative,"as a feature-length film , it wears out its welcome as tryingly as the title character ."
negative,the film is strictly routine .
negative,"like a medium-grade network sitcom -- mostly inoffensive , fitfully amusing , but ultimately so weightless that a decent draft in the auditorium might blow it off the screen ."
negative,a semi-autobiographical film that 's so sloppily written and cast that you can not believe anyone more central to the creation of bugsy than the caterer had anything to do with it .
negative,coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings .
negative,been there done that .
negative,what might have emerged as hilarious lunacy in the hands of woody allen or mel brooks -lrb- at least during their '70s heyday -rrb- comes across as lame and sophomoric in this debut indie feature .
negative,the director 's many dodges and turns add up to little more than a screenful of gamesmanship that 's low on both suspense and payoff .
negative,this is an action movie with an action icon who 's been all but decommissioned .
negative,"brainless , but enjoyably over-the-top , the retro gang melodrama , deuces wild represents fifties teen-gang machismo in a way that borders on rough-trade homo-eroticism ."
negative,but it 's hard to imagine a more generic effort in the genre .
negative,... may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence .
negative,the laughs are as rare as snake foo yung .
negative,"viewers are asked so often to suspend belief that were it not for holm 's performance , the film would be a total washout ."
negative,"each scene drags , underscoring the obvious , and sentiment is slathered on top ."
negative,"lacking substance and soul , crossroads comes up shorter than britney 's cutoffs ."
negative,he fails .
negative,"even if you 're an elvis person , you wo n't find anything to get excited about on this dvd ."
negative,"anyone who suffers through this film deserves , at the very least , a big box of consolation candy ."
negative,"with all the sympathy , empathy and pity fogging up the screen ... his secret life enters the land of unintentional melodrama and tiresome love triangles ."
negative,"this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be ."
negative,"franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic ."
negative,the mantra behind the project seems to have been ` it 's just a kids ' flick . '
negative,"noyce 's greatest mistake is thinking that we needed sweeping , dramatic , hollywood moments to keep us"
negative,"though an important political documentary , this does not really make the case the kissinger should be tried as a war criminal ."
negative,"this tale has been told and retold ; the races and rackets change , but the song remains the same ."
negative,"there 's a heavy stench of ` been there , done that ' hanging over the film ."
negative,the film is ultimately about as inspiring as a hallmark card .
negative,that the film opens with maggots crawling on a dead dog is not an out of place metaphor .
negative,a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome .
negative,spain 's greatest star wattage does n't overcome the tumult of maudlin tragedy .
negative,"if damon and affleck attempt another project greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about ."
negative,"it leers , offering next to little insight into its intriguing subject ."
negative,no amount of good acting is enough to save oleander 's uninspired story .
negative,"schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that 's enough to sustain laughs ..."
negative,grating and tedious .
negative,the plot 's contrivances are uncomfortably strained .
negative,"piccoli 's performance is amazing , yes , but the symbols of loss and denial and life-at-arm 's - length in the film seem irritatingly transparent ."
negative,"... pitiful , slapdash disaster ."
negative,"it 's super - violent , super-serious and super-stupid ."
negative,"payami tries to raise some serious issues about iran 's electoral process , but the result is a film that 's about as subtle as a party political broadcast ."
negative,"much like robin williams , death to smoochy has already reached its expiration date ."
negative,"-lrb- i -rrb- t 's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop is n't as funny as it should be ."
negative,"fails as a dystopian movie , as a retooling of fahrenheit 451 , and even as a rip-off of the matrix ."
negative,would that greengrass had gone a tad less for grit and a lot more for intelligibility .
negative,"nicolas cage is n't the first actor to lead a group of talented friends astray , and this movie wo n't create a ruffle in what is already an erratic career ."
negative,-lrb- a -rrb- rather thinly-conceived movie .
negative,"it has more in common with a fireworks display than a movie , which normally is expected to have characters and a storyline ."
negative,"collateral damage is trash , but it earns extra points by acting as if it were n't ."
negative,to call this film a lump of coal would only be to flatter it .
negative,"it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling ."
negative,final verdict : you 've seen it all before .
negative,"is n't as sharp as the original ... despite some visual virtues , ` blade ii ' just does n't cut it ."
negative,"true to its title , it traps audiences in a series of relentlessly nasty situations that we would pay a considerable ransom not to be looking at ."
negative,"the town has kind of an authentic feel , but each one of these people stand out and everybody else is in the background and it just seems manufactured to me and artificial ."
negative,less than fresh .
negative,it 's petty thievery like this that puts flimsy flicks like this behind bars
negative,run for your lives !
negative,"director elie chouraqui , who co-wrote the script , catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ?"
negative,"snoots will no doubt rally to its cause , trotting out threadbare standbys like ` masterpiece ' and ` triumph ' and all that malarkey , but rarely does an established filmmaker so ardently waste viewers ' time with a gobbler like this ."
negative,"if you go into the theater expecting a scary , action-packed chiller , you might soon be looking for a sign ."
negative,"the bottom line , at least in my opinion , is imposter makes a better short story than it does a film ."
negative,"as an entertainment destination for the general public , kung pow sets a new benchmark for lameness ."
negative,"somewhere inside the mess that is world traveler , there is a mediocre movie trying to get out ."
negative,"ringu is a disaster of a story , full of holes and completely lacking in chills ."
negative,reign of fire has the disadvantage of also looking cheap .
negative,"all the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness ."
negative,a culture clash comedy only half as clever as it thinks it is .
negative,this thing is virtually unwatchable .
negative,"stealing harvard will dip into your wallet , swipe 90 minutes of your time , and offer you precisely this in recompense : a few early laughs scattered around a plot as thin as it is repetitious ."
negative,"... stylistically , the movie is a disaster ."
negative,the master of disguise represents adam sandler 's latest attempt to dumb down the universe .
negative,-lrb- t -rrb- he film is never sure to make a clear point -- even if it seeks to rely on an ambiguous presentation .
negative,woody allen used to ridicule movies like hollywood ending .
negative,mindless and boring martial arts and gunplay with too little excitement and zero compelling storyline .
negative,queen of the damned is too long with too little going on .
negative,amazingly lame .
negative,"this orange has some juice , but it 's far from fresh-squeezed ."
negative,"without -lrb- de niro -rrb- , city by the sea would slip under the waves ."
negative,there 's not a comedic moment in this romantic comedy .
negative,insufferably naive .
negative,what might have been acceptable on the printed page of iles ' book does not translate well to the screen .
negative,"but unless you 're an absolute raving star wars junkie , it is n't much fun ."
negative,"wimps out by going for that pg-13 rating , so the more graphic violence is mostly off-screen and the sexuality is muted ."
negative,"i never thought i 'd say this , but i 'd much rather watch teens poking their genitals into fruit pies !"
negative,"but mainstream audiences will find little of interest in this film , which is often preachy and poorly acted ."
negative,the actors must indeed be good to recite some of this laughable dialogue with a straight face .
negative,"more busy than exciting , more frantic than involving , more chaotic than entertaining ."
negative,"purposefully shocking in its eroticized gore , if unintentionally dull in its lack of poetic frissons ."
negative,"a sour attempt at making a farrelly brothers-style , down-and-dirty laugher for the female set ."
negative,consider the film a celluloid litmus test for the intellectual and emotional pedigree of your date and a giant step backward for a director i admire .
negative,the major problem with windtalkers is that the bulk of the movie centers on the wrong character .
negative,the results are far more alienating than involving .
negative,"the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for damon\/bourne or his predicament ."
negative,"it could have been something special , but two things drag it down to mediocrity -- director clare peploe 's misunderstanding of marivaux 's rhythms , and mira sorvino 's limitations as a classical actress ."
negative,"a wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters ' decisions only unsatisfactorily ."
negative,perhaps the grossest movie ever made .
negative,... bibbidy-bobbidi-bland .
negative,"proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness ."
negative,it appears to have been modeled on the worst revenge-of-the-nerds clichés the filmmakers could dredge up .
negative,an uneven mix of dark satire and childhood awakening .
negative,"-lrb- jackson and bledel -rrb- seem to have been picked not for their acting chops , but for their looks and appeal to the pre-teen crowd ."
negative,wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime .
negative,such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show .
negative,the pretensions -- and disposable story -- sink the movie .
negative,"even by the intentionally low standards of frat-boy humor , sorority boys is a bowser ."
negative,... del toro maintains a dark mood that makes the film seem like something to endure instead of enjoy .
negative,episode ii -- attack of the clones is a technological exercise that lacks juice and delight .
negative,they cheapen the overall effect .
negative,"the mystery of enigma is how a rich historical subject , combined with so much first-rate talent ... could have yielded such a flat , plodding picture ."
negative,"shallow , noisy and pretentious ."
negative,two hours of junk .
negative,"in the book-on-tape market , the film of `` the kid stays in the picture '' would be an abridged edition"
negative,"that neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks ."
negative,"it is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill"
negative,"the nonstop artifice ultimately proves tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations ."
negative,"those who are not acquainted with the author 's work , on the other hand , may fall fast asleep ."
negative,"parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place ."
negative,... the movie feels stitched together from stock situations and characters from other movies .
negative,hollywood has taken quite a nosedive from alfred hitchcock 's imaginative flight to shyamalan 's self-important summer fluff .
negative,a lame comedy .
negative,this flat run at a hip-hop tootsie is so poorly paced you could fit all of pootie tang in between its punchlines .
negative,"with its lackadaisical plotting and mindless action , all about the benjamins evokes the bottom tier of blaxploitation flicks from the 1970s ."
negative,two badly interlocked stories drowned by all too clever complexity .
negative,a movie to forget
negative,so much about the film is loopy and ludicrous ... that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened .
negative,it 's impossible to indulge the fanciful daydreams of janice beard -lrb- eileen walsh -rrb- when her real-life persona is so charmless and vacant .
negative,it 's just merely very bad .
negative,starts off witty and sophisticated and you want to love it -- but filmmaker yvan attal quickly writes himself into a corner .
negative,glazed with a tawdry b-movie scum .
negative,the irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .
negative,puts on airs of a hal hartley wannabe film -- without the vital comic ingredient of the hilarious writer-director himself .
negative,a movie that 's about as overbearing and over-the-top as the family it depicts .
negative,"pc stability notwithstanding , the film suffers from a simplistic narrative and a pat , fairy-tale conclusion ."
negative,i did n't find much fascination in the swinging .
negative,one of the most highly-praised disappointments i 've had the misfortune to watch in quite some time .
negative,not even steven spielberg has dreamed up such blatant and sickening product placement in a movie .
negative,it is too bad that this likable movie is n't more accomplished .
negative,plays like some corny television production from a bygone era
negative,"while the importance of being earnest offers opportunities for occasional smiles and chuckles , it does n't give us a reason to be in the theater beyond wilde 's wit and the actors ' performances ."
negative,"after all , it 'll probably be in video stores by christmas , and it might just be better suited to a night in the living room than a night at the movies ."
negative,"sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness ."
negative,to blandly go where we went 8 movies ago ...
negative,"` synthetic ' is the best description of this well-meaning , beautifully produced film that sacrifices its promise for a high-powered star pedigree ."
negative,"in the end , the film feels homogenized and a bit contrived , as if we 're looking back at a tattered and ugly past with rose-tinted glasses ."
negative,"it is dark , brooding and slow , and takes its central idea way too seriously ."
negative,the movie does such an excellent job of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating .
negative,it 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy . '
negative,"the whole thing feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas ."
negative,"takes a clunky tv-movie approach to detailing a chapter in the life of the celebrated irish playwright , poet and drinker ."
negative,"when the screenwriter responsible for one of the worst movies of one year directs an equally miserable film the following year , you 'd have a hard time believing it was just coincidence ."
negative,it made me realize that we really have n't had a good cheesy b-movie playing in theaters since ... well ... since last week 's reign of fire .
negative,"the film is all over the place , really ."
negative,"the problem with the mayhem in formula 51 is not that it 's offensive , but that it 's boring ."
negative,it drowns in sap .
negative,the movie 's biggest shocks come from seeing former nymphette juliette lewis playing a salt-of-the-earth mommy named minnie and watching slim travel incognito in a ridiculous wig no respectable halloween costume shop would ever try to sell .
negative,"not only does the thoroughly formulaic film represent totally exemplify middle-of-the-road mainstream , it also represents glossy hollywood at its laziest ."
negative,"guy gets girl , guy loses girl , audience falls asleep ."
negative,bogdanich is unashamedly pro-serbian and makes little attempt to give voice to the other side .
negative,"for a film about explosions and death and spies , `` ballistic : ecks vs. sever '' seems as safe as a children 's film ."
negative,"even bigger and more ambitious than the first installment , spy kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man ."
negative,the problem with movies about angels is they have a tendency to slip into hokum .
negative,"if nothing else , `` rollerball '' 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j."
negative,"too much power , not enough puff ."
negative,"outside of burger 's desire to make some kind of film , it 's really unclear why this project was undertaken"
negative,`` the adventures of pluto nash '' is a big time stinker .
negative,shrewd but pointless .
negative,"lucy 's a dull girl , that 's all ."
negative,"as exciting as all this exoticism might sound to the typical pax viewer , the rest of us will be lulled into a coma ."
negative,"all three descriptions suit evelyn , a besotted and obvious drama that tells us nothing new ."
negative,"as underwater ghost stories go , below casts its spooky net out into the atlantic ocean and spits it back , grizzled and charred , somewhere northwest of the bermuda triangle ."
negative,... overly melodramatic ...
negative,"there 's a delightfully quirky movie to be made from curling , but brooms is n't it ."
negative,"-lrb- creates -rrb- the worst kind of mythologizing , the kind that sacrifices real heroism and abject suffering for melodrama ."
negative,what you expect is just what you get ... assuming the bar of expectations has n't been raised above sixth-grade height .
negative,what a stiflingly unfunny and unoriginal mess this is !
negative,everything was as superficial as the forced new jersey lowbrow accent uma had .
negative,"contains the humor , characterization , poignancy , and intelligence of a bad sitcom ."
negative,the whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well .
negative,in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life ; despite the title ... amounts to surprisingly little .
negative,"the film feels formulaic , its plot and pacing typical hollywood war-movie stuff , while the performances elicit more of a sense of deja vu than awe ."
negative,big mistake .
negative,tiresomely derivative and hammily acted .
negative,"problem is , we have no idea what in creation is going on ."
negative,"despite bearing the paramount imprint , it 's a bargain-basement european pickup ."
negative,"a movie you observe , rather than one you enter into ."
negative,"the ethos of the chelsea hotel may shape hawke 's artistic aspirations , but he has n't yet coordinated his own dv poetry with the beat he hears in his soul ."
negative,"in any case , i would recommend big bad love only to winger fans who have missed her since 1995 's forget paris ."
negative,too silly to take seriously .
negative,"appropriately cynical social commentary aside , # 9 never quite ignites ."
negative,"a disaster of a drama , saved only by its winged assailants ."
